[ 2013-01-29T22:56:32+08:00 ] /thinkmao/Index.php/%7B$field%7D | ERR: (ThinkException) 无法加载模块{$field}
[ 2013-01-29T23:29:29+08:00 ] /thinkmao/Index.php/List?cid=15 | NOTIC: [8] Undefined offset: 112 common.php 第 226 行.
[ 2013-01-29T23:29:29+08:00 ] /thinkmao/Index.php/List?cid=15 | NOTIC: [8] Undefined offset: 113 common.php 第 226 行.
[ 2013-01-29T23:29:29+08:00 ] /thinkmao/Index.php/List?cid=15 | NOTIC: [8] Undefined offset: 114 common.php 第 226 行.
[ 2013-01-29T23:29:29+08:00 ] /thinkmao/Index.php/List?cid=15 | NOTIC: [8] Undefined offset: 115 common.php 第 226 行.
[ 2013-01-29T23:29:29+08:00 ] /thinkmao/Index.php/List?cid=15 | NOTIC: [8] Undefined offset: 116 common.php 第 226 行.
[ 2013-01-29T23:29:29+08:00 ] /thinkmao/Index.php/List?cid=15 | NOTIC: [8] Undefined offset: 117 common.php 第 226 行.
[ 2013-01-29T23:29:29+08:00 ] /thinkmao/Index.php/List?cid=15 | NOTIC: [8] Undefined offset: 118 common.php 第 226 行.
[ 2013-01-29T23:29:29+08:00 ] /thinkmao/Index.php/List?cid=15 | NOTIC: [8] Undefined offset: 119 common.php 第 226 行.
[ 2013-01-29T23:29:29+08:00 ] /thinkmao/Index.php/List?cid=15 | NOTIC: [8] Undefined offset: 120 common.php 第 226 行.
[ 2013-01-29T23:29:29+08:00 ] /thinkmao/Index.php/List?cid=15 | SQL: SELECT * FROM `hd_goods` WHERE ( `id` = '10' )  [ RunTime:0.000400s ]
[ 2013-01-29T23:29:29+08:00 ] /thinkmao/Index.php/List?cid=15 | SQL: SELECT * FROM `hd_goods` WHERE ( `id` = '10' )  [ RunTime:0.000387s ]
[ 2013-01-29T23:29:29+08:00 ] /thinkmao/Index.php/List?cid=15 | SQL: SELECT * FROM `hd_goods` WHERE ( `id` = '10' )  [ RunTime:0.000114s ]
[ 2013-01-29T23:29:29+08:00 ] /thinkmao/Index.php/List?cid=15 | SQL: SELECT * FROM `hd_goods` WHERE ( `id` = '10' )  [ RunTime:0.000164s ]
[ 2013-01-29T23:29:29+08:00 ] /thinkmao/Index.php/List?cid=15 | SQL: SELECT goods.sell_num AS sell_num,goods.id AS gid,goods.name AS gname,goods.unit AS unit,goods.number AS number,goods.price AS price,goods.pic AS pic,goods.click AS click,goods.recommend AS recommend,goods.hot AS hot,goods.time AS time,goods.cid AS cid,goods.bid AS bid,goods.tid AS tid,goods.mprice AS mprice,goods_attr.id AS attrid,goods_attr.value AS value,goods_attr.price AS attr_price,type_attr.id AS attr_id,type_attr.name AS attr_name,type_attr.type AS type,brand.name AS brand_name,brand.logo AS logo,brand.hot AS hot_brand,goods_intro.mini AS mini,goods_intro.medium AS medium,goods_intro.max AS max,goods_intro.intro AS intro,goods_intro.service AS service,goods_list.id AS in_id,goods_list.inventory AS inventory,goods_list.attr AS attr_com,goods_list.number AS in_number,goods_list.series AS series,goods_list.price AS in_price FROM hd_goods goods LEFT JOIN hd_goods_attr goods_attr ON goods_attr.gid =goods.id LEFT JOIN hd_type_attr type_attr ON goods_attr.aid = type_attr.id  JOIN hd_brand brand ON goods.bid = brand.id  JOIN hd_goods_intro goods_intro ON goods.id = goods_intro.gid  JOIN hd_goods_list goods_list ON goods.id = goods_list.gid WHERE ( goods.id = '10' )  [ RunTime:0.002589s ]
[ 2013-01-29T23:29:29+08:00 ] /thinkmao/Index.php/List?cid=15 | NOTIC: [8] Undefined offset: 109 common.php 第 142 行.
[ 2013-01-29T23:29:29+08:00 ] /thinkmao/Index.php/List?cid=15 | NOTIC: [8] Undefined offset: 108 common.php 第 142 行.
[ 2013-01-29T23:29:29+08:00 ] /thinkmao/Index.php/List?cid=15 | NOTIC: [8] Undefined offset: 107 common.php 第 142 行.
[ 2013-01-29T23:29:29+08:00 ] /thinkmao/Index.php/List?cid=15 | NOTIC: [8] Undefined offset: 106 common.php 第 142 行.
[ 2013-01-29T23:29:29+08:00 ] /thinkmao/Index.php/List?cid=15 | NOTIC: [8] Undefined offset: 105 common.php 第 142 行.
[ 2013-01-29T23:29:29+08:00 ] /thinkmao/Index.php/List?cid=15 | NOTIC: [8] Undefined offset: 104 common.php 第 142 行.
[ 2013-01-29T23:29:29+08:00 ] /thinkmao/Index.php/List?cid=15 | NOTIC: [8] Undefined offset: 103 common.php 第 142 行.
[ 2013-01-29T23:29:29+08:00 ] /thinkmao/Index.php/List?cid=15 | NOTIC: [8] Undefined offset: 102 common.php 第 142 行.
[ 2013-01-29T23:29:29+08:00 ] /thinkmao/Index.php/List?cid=15 | NOTIC: [8] Undefined offset: 101 common.php 第 142 行.
[ 2013-01-29T23:29:29+08:00 ] /thinkmao/Index.php/List?cid=15 | NOTIC: [8] Undefined offset: 100 common.php 第 142 行.
[ 2013-01-29T23:29:29+08:00 ] /thinkmao/Index.php/List?cid=15 | NOTIC: [8] Undefined offset: 99 common.php 第 142 行.
[ 2013-01-29T23:29:29+08:00 ] /thinkmao/Index.php/List?cid=15 | NOTIC: [8] Undefined offset: 98 common.php 第 142 行.
[ 2013-01-29T23:29:29+08:00 ] /thinkmao/Index.php/List?cid=15 | NOTIC: [8] Undefined offset: 97 common.php 第 142 行.
[ 2013-01-29T23:29:29+08:00 ] /thinkmao/Index.php/List?cid=15 | NOTIC: [8] Undefined offset: 96 common.php 第 142 行.
[ 2013-01-29T23:29:29+08:00 ] /thinkmao/Index.php/List?cid=15 | NOTIC: [8] Undefined offset: 95 common.php 第 142 行.
[ 2013-01-29T23:29:29+08:00 ] /thinkmao/Index.php/List?cid=15 | NOTIC: [8] Undefined offset: 94 common.php 第 142 行.
[ 2013-01-29T23:29:29+08:00 ] /thinkmao/Index.php/List?cid=15 | NOTIC: [8] Undefined offset: 93 common.php 第 142 行.
[ 2013-01-29T23:29:29+08:00 ] /thinkmao/Index.php/List?cid=15 | NOTIC: [8] Undefined offset: 92 common.php 第 142 行.
[ 2013-01-29T23:29:29+08:00 ] /thinkmao/Index.php/List?cid=15 | NOTIC: [8] Undefined offset: 91 common.php 第 142 行.
[ 2013-01-29T23:29:29+08:00 ] /thinkmao/Index.php/List?cid=15 | NOTIC: [8] Undefined offset: 90 common.php 第 142 行.
[ 2013-01-29T23:29:29+08:00 ] /thinkmao/Index.php/List?cid=15 | NOTIC: [8] Undefined offset: 89 common.php 第 142 行.
[ 2013-01-29T23:29:29+08:00 ] /thinkmao/Index.php/List?cid=15 | NOTIC: [8] Undefined offset: 110 common.php 第 142 行.
[ 2013-01-29T23:29:29+08:00 ] /thinkmao/Index.php/List?cid=15 | NOTIC: [8] Undefined offset: 111 common.php 第 142 行.
[ 2013-01-29T23:29:29+08:00 ] /thinkmao/Index.php/List?cid=15 | NOTIC: [8] Undefined offset: 112 common.php 第 151 行.
[ 2013-01-29T23:29:29+08:00 ] /thinkmao/Index.php/List?cid=15 | NOTIC: [8] Undefined offset: 113 common.php 第 151 行.
[ 2013-01-29T23:29:29+08:00 ] /thinkmao/Index.php/List?cid=15 | NOTIC: [8] Undefined offset: 114 common.php 第 151 行.
[ 2013-01-29T23:29:29+08:00 ] /thinkmao/Index.php/List?cid=15 | NOTIC: [8] Undefined offset: 115 common.php 第 151 行.
[ 2013-01-29T23:29:29+08:00 ] /thinkmao/Index.php/List?cid=15 | NOTIC: [8] Undefined offset: 116 common.php 第 151 行.
[ 2013-01-29T23:29:29+08:00 ] /thinkmao/Index.php/List?cid=15 | NOTIC: [8] Undefined offset: 117 common.php 第 151 行.
[ 2013-01-29T23:29:29+08:00 ] /thinkmao/Index.php/List?cid=15 | NOTIC: [8] Undefined offset: 118 common.php 第 151 行.
[ 2013-01-29T23:29:29+08:00 ] /thinkmao/Index.php/List?cid=15 | NOTIC: [8] Undefined offset: 119 common.php 第 151 行.
[ 2013-01-29T23:29:29+08:00 ] /thinkmao/Index.php/List?cid=15 | NOTIC: [8] Undefined offset: 120 common.php 第 151 行.
[ 2013-01-29T23:29:29+08:00 ] /thinkmao/Index.php/List?cid=15 | NOTIC: [8] Undefined offset: 112 common.php 第 226 行.
[ 2013-01-29T23:29:29+08:00 ] /thinkmao/Index.php/List?cid=15 | NOTIC: [8] Undefined offset: 113 common.php 第 226 行.
[ 2013-01-29T23:29:29+08:00 ] /thinkmao/Index.php/List?cid=15 | NOTIC: [8] Undefined offset: 114 common.php 第 226 行.
[ 2013-01-29T23:29:29+08:00 ] /thinkmao/Index.php/List?cid=15 | NOTIC: [8] Undefined offset: 115 common.php 第 226 行.
[ 2013-01-29T23:29:29+08:00 ] /thinkmao/Index.php/List?cid=15 | NOTIC: [8] Undefined offset: 116 common.php 第 226 行.
[ 2013-01-29T23:29:29+08:00 ] /thinkmao/Index.php/List?cid=15 | NOTIC: [8] Undefined offset: 117 common.php 第 226 行.
[ 2013-01-29T23:29:29+08:00 ] /thinkmao/Index.php/List?cid=15 | NOTIC: [8] Undefined offset: 118 common.php 第 226 行.
[ 2013-01-29T23:29:29+08:00 ] /thinkmao/Index.php/List?cid=15 | NOTIC: [8] Undefined offset: 119 common.php 第 226 行.
[ 2013-01-29T23:29:29+08:00 ] /thinkmao/Index.php/List?cid=15 | NOTIC: [8] Undefined offset: 120 common.php 第 226 行.
[ 2013-01-29T23:29:29+08:00 ] /thinkmao/Index.php/List?cid=15 | SQL: SELECT * FROM `hd_goods` WHERE ( `id` = '13' )  [ RunTime:0.000319s ]
[ 2013-01-29T23:29:29+08:00 ] /thinkmao/Index.php/List?cid=15 | SQL: SELECT goods.sell_num AS sell_num,goods.id AS gid,goods.name AS gname,goods.unit AS unit,goods.number AS number,goods.price AS price,goods.pic AS pic,goods.click AS click,goods.recommend AS recommend,goods.hot AS hot,goods.time AS time,goods.cid AS cid,goods.bid AS bid,goods.tid AS tid,goods.mprice AS mprice,goods_attr.id AS attrid,goods_attr.value AS value,goods_attr.price AS attr_price,type_attr.id AS attr_id,type_attr.name AS attr_name,type_attr.type AS type,brand.name AS brand_name,brand.logo AS logo,brand.hot AS hot_brand,goods_intro.mini AS mini,goods_intro.medium AS medium,goods_intro.max AS max,goods_intro.intro AS intro,goods_intro.service AS service,goods_list.id AS in_id,goods_list.inventory AS inventory,goods_list.attr AS attr_com,goods_list.number AS in_number,goods_list.series AS series,goods_list.price AS in_price FROM hd_goods goods LEFT JOIN hd_goods_attr goods_attr ON goods_attr.gid =goods.id LEFT JOIN hd_type_attr type_attr ON goods_attr.aid = type_attr.id  JOIN hd_brand brand ON goods.bid = brand.id  JOIN hd_goods_intro goods_intro ON goods.id = goods_intro.gid  JOIN hd_goods_list goods_list ON goods.id = goods_list.gid WHERE ( goods.id = '13' )  [ RunTime:0.002975s ]
[ 2013-01-29T23:29:29+08:00 ] /thinkmao/Index.php/List?cid=15 | NOTIC: [8] Undefined offset: 173 common.php 第 142 行.
[ 2013-01-29T23:29:29+08:00 ] /thinkmao/Index.php/List?cid=15 | NOTIC: [8] Undefined offset: 174 common.php 第 142 行.
[ 2013-01-29T23:29:29+08:00 ] /thinkmao/Index.php/List?cid=15 | NOTIC: [8] Undefined offset: 175 common.php 第 142 行.
[ 2013-01-29T23:29:29+08:00 ] /thinkmao/Index.php/List?cid=15 | NOTIC: [8] Undefined offset: 176 common.php 第 142 行.
[ 2013-01-29T23:29:29+08:00 ] /thinkmao/Index.php/List?cid=15 | NOTIC: [8] Undefined offset: 177 common.php 第 142 行.
[ 2013-01-29T23:29:29+08:00 ] /thinkmao/Index.php/List?cid=15 | NOTIC: [8] Undefined offset: 178 common.php 第 142 行.
[ 2013-01-29T23:29:29+08:00 ] /thinkmao/Index.php/List?cid=15 | NOTIC: [8] Undefined offset: 179 common.php 第 142 行.
[ 2013-01-29T23:29:29+08:00 ] /thinkmao/Index.php/List?cid=15 | NOTIC: [8] Undefined offset: 180 common.php 第 142 行.
[ 2013-01-29T23:29:29+08:00 ] /thinkmao/Index.php/List?cid=15 | NOTIC: [8] Undefined offset: 181 common.php 第 142 行.
[ 2013-01-29T23:29:29+08:00 ] /thinkmao/Index.php/List?cid=15 | NOTIC: [8] Undefined offset: 182 common.php 第 142 行.
[ 2013-01-29T23:29:29+08:00 ] /thinkmao/Index.php/List?cid=15 | NOTIC: [8] Undefined offset: 183 common.php 第 142 行.
[ 2013-01-29T23:29:29+08:00 ] /thinkmao/Index.php/List?cid=15 | NOTIC: [8] Undefined offset: 184 common.php 第 142 行.
[ 2013-01-29T23:29:29+08:00 ] /thinkmao/Index.php/List?cid=15 | NOTIC: [8] Undefined offset: 185 common.php 第 142 行.
[ 2013-01-29T23:29:29+08:00 ] /thinkmao/Index.php/List?cid=15 | NOTIC: [8] Undefined offset: 186 common.php 第 142 行.
[ 2013-01-29T23:29:29+08:00 ] /thinkmao/Index.php/List?cid=15 | NOTIC: [8] Undefined offset: 187 common.php 第 142 行.
[ 2013-01-29T23:29:29+08:00 ] /thinkmao/Index.php/List?cid=15 | NOTIC: [8] Undefined offset: 188 common.php 第 142 行.
[ 2013-01-29T23:29:29+08:00 ] /thinkmao/Index.php/List?cid=15 | NOTIC: [8] Undefined offset: 189 common.php 第 142 行.
[ 2013-01-29T23:29:29+08:00 ] /thinkmao/Index.php/List?cid=15 | NOTIC: [8] Undefined offset: 190 common.php 第 142 行.
[ 2013-01-29T23:29:29+08:00 ] /thinkmao/Index.php/List?cid=15 | NOTIC: [8] Undefined offset: 191 common.php 第 142 行.
[ 2013-01-29T23:29:29+08:00 ] /thinkmao/Index.php/List?cid=15 | NOTIC: [8] Undefined offset: 192 common.php 第 142 行.
[ 2013-01-29T23:29:29+08:00 ] /thinkmao/Index.php/List?cid=15 | NOTIC: [8] Undefined offset: 193 common.php 第 142 行.
[ 2013-01-29T23:29:29+08:00 ] /thinkmao/Index.php/List?cid=15 | NOTIC: [8] Undefined offset: 194 common.php 第 151 行.
[ 2013-01-29T23:29:29+08:00 ] /thinkmao/Index.php/List?cid=15 | NOTIC: [8] Undefined offset: 195 common.php 第 151 行.
[ 2013-01-29T23:29:29+08:00 ] /thinkmao/Index.php/List?cid=15 | NOTIC: [8] Undefined offset: 196 common.php 第 151 行.
[ 2013-01-29T23:29:29+08:00 ] /thinkmao/Index.php/List?cid=15 | NOTIC: [8] Undefined offset: 197 common.php 第 151 行.
[ 2013-01-29T23:29:29+08:00 ] /thinkmao/Index.php/List?cid=15 | NOTIC: [8] Undefined offset: 198 common.php 第 151 行.
[ 2013-01-29T23:29:29+08:00 ] /thinkmao/Index.php/List?cid=15 | NOTIC: [8] Undefined offset: 194 common.php 第 226 行.
[ 2013-01-29T23:29:29+08:00 ] /thinkmao/Index.php/List?cid=15 | NOTIC: [8] Undefined offset: 195 common.php 第 226 行.
[ 2013-01-29T23:29:29+08:00 ] /thinkmao/Index.php/List?cid=15 | NOTIC: [8] Undefined offset: 196 common.php 第 226 行.
[ 2013-01-29T23:29:29+08:00 ] /thinkmao/Index.php/List?cid=15 | NOTIC: [8] Undefined offset: 197 common.php 第 226 行.
[ 2013-01-29T23:29:29+08:00 ] /thinkmao/Index.php/List?cid=15 | NOTIC: [8] Undefined offset: 198 common.php 第 226 行.
[ 2013-01-29T23:29:29+08:00 ] /thinkmao/Index.php/List?cid=15 | SQL: SELECT * FROM `hd_goods` WHERE ( `id` = '13' )  [ RunTime:0.000314s ]
[ 2013-01-29T23:29:29+08:00 ] /thinkmao/Index.php/List?cid=15 | SQL: SELECT * FROM `hd_goods` WHERE ( `id` = '13' )  [ RunTime:0.000572s ]
[ 2013-01-29T23:29:29+08:00 ] /thinkmao/Index.php/List?cid=15 | SQL: SELECT * FROM `hd_goods` WHERE ( `id` = '13' )  [ RunTime:0.000557s ]
[ 2013-01-29T23:29:29+08:00 ] /thinkmao/Index.php/List?cid=15 | SQL: SELECT * FROM `hd_goods` WHERE ( `id` = '13' )  [ RunTime:0.000502s ]
[ 2013-01-29T23:29:29+08:00 ] /thinkmao/Index.php/List?cid=15 | SQL: SELECT goods.sell_num AS sell_num,goods.id AS gid,goods.name AS gname,goods.unit AS unit,goods.number AS number,goods.price AS price,goods.pic AS pic,goods.click AS click,goods.recommend AS recommend,goods.hot AS hot,goods.time AS time,goods.cid AS cid,goods.bid AS bid,goods.tid AS tid,goods.mprice AS mprice,goods_attr.id AS attrid,goods_attr.value AS value,goods_attr.price AS attr_price,type_attr.id AS attr_id,type_attr.name AS attr_name,type_attr.type AS type,brand.name AS brand_name,brand.logo AS logo,brand.hot AS hot_brand,goods_intro.mini AS mini,goods_intro.medium AS medium,goods_intro.max AS max,goods_intro.intro AS intro,goods_intro.service AS service,goods_list.id AS in_id,goods_list.inventory AS inventory,goods_list.attr AS attr_com,goods_list.number AS in_number,goods_list.series AS series,goods_list.price AS in_price FROM hd_goods goods LEFT JOIN hd_goods_attr goods_attr ON goods_attr.gid =goods.id LEFT JOIN hd_type_attr type_attr ON goods_attr.aid = type_attr.id  JOIN hd_brand brand ON goods.bid = brand.id  JOIN hd_goods_intro goods_intro ON goods.id = goods_intro.gid  JOIN hd_goods_list goods_list ON goods.id = goods_list.gid WHERE ( goods.id = '13' )  [ RunTime:0.006613s ]
[ 2013-01-29T23:29:29+08:00 ] /thinkmao/Index.php/List?cid=15 | NOTIC: [8] Undefined offset: 173 common.php 第 142 行.
[ 2013-01-29T23:29:29+08:00 ] /thinkmao/Index.php/List?cid=15 | NOTIC: [8] Undefined offset: 174 common.php 第 142 行.
[ 2013-01-29T23:29:29+08:00 ] /thinkmao/Index.php/List?cid=15 | NOTIC: [8] Undefined offset: 175 common.php 第 142 行.
[ 2013-01-29T23:29:29+08:00 ] /thinkmao/Index.php/List?cid=15 | NOTIC: [8] Undefined offset: 176 common.php 第 142 行.
[ 2013-01-29T23:29:29+08:00 ] /thinkmao/Index.php/List?cid=15 | NOTIC: [8] Undefined offset: 177 common.php 第 142 行.
[ 2013-01-29T23:29:29+08:00 ] /thinkmao/Index.php/List?cid=15 | NOTIC: [8] Undefined offset: 178 common.php 第 142 行.
[ 2013-01-29T23:29:29+08:00 ] /thinkmao/Index.php/List?cid=15 | NOTIC: [8] Undefined offset: 179 common.php 第 142 行.
[ 2013-01-29T23:29:29+08:00 ] /thinkmao/Index.php/List?cid=15 | NOTIC: [8] Undefined offset: 180 common.php 第 142 行.
[ 2013-01-29T23:29:29+08:00 ] /thinkmao/Index.php/List?cid=15 | NOTIC: [8] Undefined offset: 181 common.php 第 142 行.
[ 2013-01-29T23:29:29+08:00 ] /thinkmao/Index.php/List?cid=15 | NOTIC: [8] Undefined offset: 182 common.php 第 142 行.
[ 2013-01-29T23:29:29+08:00 ] /thinkmao/Index.php/List?cid=15 | NOTIC: [8] Undefined offset: 183 common.php 第 142 行.
[ 2013-01-29T23:29:29+08:00 ] /thinkmao/Index.php/List?cid=15 | NOTIC: [8] Undefined offset: 184 common.php 第 142 行.
[ 2013-01-29T23:29:29+08:00 ] /thinkmao/Index.php/List?cid=15 | NOTIC: [8] Undefined offset: 185 common.php 第 142 行.
[ 2013-01-29T23:29:29+08:00 ] /thinkmao/Index.php/List?cid=15 | NOTIC: [8] Undefined offset: 186 common.php 第 142 行.
[ 2013-01-29T23:29:29+08:00 ] /thinkmao/Index.php/List?cid=15 | NOTIC: [8] Undefined offset: 187 common.php 第 142 行.
[ 2013-01-29T23:29:29+08:00 ] /thinkmao/Index.php/List?cid=15 | NOTIC: [8] Undefined offset: 188 common.php 第 142 行.
[ 2013-01-29T23:29:29+08:00 ] /thinkmao/Index.php/List?cid=15 | NOTIC: [8] Undefined offset: 189 common.php 第 142 行.
[ 2013-01-29T23:29:29+08:00 ] /thinkmao/Index.php/List?cid=15 | NOTIC: [8] Undefined offset: 190 common.php 第 142 行.
[ 2013-01-29T23:29:29+08:00 ] /thinkmao/Index.php/List?cid=15 | NOTIC: [8] Undefined offset: 191 common.php 第 142 行.
[ 2013-01-29T23:29:29+08:00 ] /thinkmao/Index.php/List?cid=15 | NOTIC: [8] Undefined offset: 192 common.php 第 142 行.
[ 2013-01-29T23:29:29+08:00 ] /thinkmao/Index.php/List?cid=15 | NOTIC: [8] Undefined offset: 193 common.php 第 142 行.
[ 2013-01-29T23:29:29+08:00 ] /thinkmao/Index.php/List?cid=15 | NOTIC: [8] Undefined offset: 194 common.php 第 151 行.
[ 2013-01-29T23:29:29+08:00 ] /thinkmao/Index.php/List?cid=15 | NOTIC: [8] Undefined offset: 195 common.php 第 151 行.
[ 2013-01-29T23:29:29+08:00 ] /thinkmao/Index.php/List?cid=15 | NOTIC: [8] Undefined offset: 196 common.php 第 151 行.
[ 2013-01-29T23:29:29+08:00 ] /thinkmao/Index.php/List?cid=15 | NOTIC: [8] Undefined offset: 197 common.php 第 151 行.
[ 2013-01-29T23:29:29+08:00 ] /thinkmao/Index.php/List?cid=15 | NOTIC: [8] Undefined offset: 198 common.php 第 151 行.
[ 2013-01-29T23:29:29+08:00 ] /thinkmao/Index.php/List?cid=15 | NOTIC: [8] Undefined offset: 194 common.php 第 226 行.
[ 2013-01-29T23:29:29+08:00 ] /thinkmao/Index.php/List?cid=15 | NOTIC: [8] Undefined offset: 195 common.php 第 226 行.
[ 2013-01-29T23:29:29+08:00 ] /thinkmao/Index.php/List?cid=15 | NOTIC: [8] Undefined offset: 196 common.php 第 226 行.
[ 2013-01-29T23:29:29+08:00 ] /thinkmao/Index.php/List?cid=15 | NOTIC: [8] Undefined offset: 197 common.php 第 226 行.
[ 2013-01-29T23:29:29+08:00 ] /thinkmao/Index.php/List?cid=15 | NOTIC: [8] Undefined offset: 198 common.php 第 226 行.
[ 2013-01-29T23:29:29+08:00 ] /thinkmao/Index.php/List?cid=15 | INFO: Run ParseTemplate Behavior [ RunTime:0.248791s ]
[ 2013-01-29T23:29:29+08:00 ] /thinkmao/Index.php/List?cid=15 | INFO: Tag[ view_parse ] --END-- [ RunTime:-0.000595s ]
[ 2013-01-29T23:29:29+08:00 ] /thinkmao/Index.php/List?cid=15 | INFO: Tag[ view_filter ] --START--
[ 2013-01-29T23:29:29+08:00 ] /thinkmao/Index.php/List?cid=15 | INFO: Run ContentReplace Behavior [ RunTime:0.000482s ]
[ 2013-01-29T23:29:29+08:00 ] /thinkmao/Index.php/List?cid=15 | INFO: Run TokenBuild Behavior [ RunTime:0.000040s ]
[ 2013-01-29T23:29:29+08:00 ] /thinkmao/Index.php/List?cid=15 | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000009s ]
[ 2013-01-29T23:29:29+08:00 ] /thinkmao/Index.php/List?cid=15 | INFO: Run ShowRuntime Behavior [ RunTime:0.000159s ]
[ 2013-01-29T23:29:29+08:00 ] /thinkmao/Index.php/List?cid=15 | INFO: Tag[ view_filter ] --END-- [ RunTime:-0.249147s ]
[ 2013-01-29T23:29:29+08:00 ] /thinkmao/Index.php/List?cid=15 | INFO: Tag[ view_end ] --START--
[ 2013-01-29T23:29:29+08:00 ] /thinkmao/Index.php/List?cid=15 | INFO: Run ShowPageTrace Behavior [ RunTime:0.000021s ]
[ 2013-01-29T23:29:29+08:00 ] /thinkmao/Index.php/List?cid=15 | INFO: Tag[ view_end ] --END-- [ RunTime:-0.250143s ]
[ 2013-01-29T23:29:29+08:00 ] /thinkmao/Index.php/List?cid=15 | INFO: Tag[ view_template ] --START--
[ 2013-01-29T23:29:29+08:00 ] /thinkmao/Index.php/List?cid=15 | INFO: Run LocationTemplate Behavior [ RunTime:0.000068s ]
[ 2013-01-29T23:29:29+08:00 ] /thinkmao/Index.php/List?cid=15 | INFO: Tag[ view_template ] --END-- [ RunTime:-0.255298s ]
[ 2013-01-29T23:29:29+08:00 ] /thinkmao/Index.php/List?cid=15 | INFO: Tag[ view_parse ] --START--
[ 2013-01-29T23:29:29+08:00 ] /thinkmao/Index.php/List?cid=15 | INFO: Run ParseTemplate Behavior [ RunTime:0.004165s ]
[ 2013-01-29T23:29:29+08:00 ] /thinkmao/Index.php/List?cid=15 | INFO: Tag[ view_parse ] --END-- [ RunTime:-0.251890s ]
[ 2013-01-29T23:29:29+08:00 ] /thinkmao/Index.php/List?cid=15 | INFO: Tag[ view_filter ] --START--
[ 2013-01-29T23:29:29+08:00 ] /thinkmao/Index.php/List?cid=15 | INFO: Run ContentReplace Behavior [ RunTime:0.000081s ]
[ 2013-01-29T23:29:29+08:00 ] /thinkmao/Index.php/List?cid=15 | INFO: Run TokenBuild Behavior [ RunTime:0.000026s ]
[ 2013-01-29T23:29:29+08:00 ] /thinkmao/Index.php/List?cid=15 | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000007s ]
[ 2013-01-29T23:29:29+08:00 ] /thinkmao/Index.php/List?cid=15 | INFO: Run ShowRuntime Behavior [ RunTime:0.000043s ]
[ 2013-01-29T23:29:29+08:00 ] /thinkmao/Index.php/List?cid=15 | INFO: Tag[ view_filter ] --END-- [ RunTime:-0.255774s ]
[ 2013-01-29T23:29:29+08:00 ] /thinkmao/Index.php/List?cid=15 | NOTIC: [2] Cannot modify header information - headers already sent by (output started at /var/www/html/thinkmao/ThinkPHP/Lib/Core/View.class.php:124) View.class.php 第 120 行.
[ 2013-01-29T23:29:29+08:00 ] /thinkmao/Index.php/List?cid=15 | NOTIC: [2] Cannot modify header information - headers already sent by (output started at /var/www/html/thinkmao/ThinkPHP/Lib/Core/View.class.php:124) View.class.php 第 121 行.
[ 2013-01-29T23:29:29+08:00 ] /thinkmao/Index.php/List?cid=15 | NOTIC: [2] Cannot modify header information - headers already sent by (output started at /var/www/html/thinkmao/ThinkPHP/Lib/Core/View.class.php:124) View.class.php 第 122 行.
[ 2013-01-29T23:29:29+08:00 ] /thinkmao/Index.php/List?cid=15 | INFO: Tag[ view_end ] --START--
[ 2013-01-29T23:29:29+08:00 ] /thinkmao/Index.php/List?cid=15 | INFO: Run ShowPageTrace Behavior [ RunTime:0.000013s ]
[ 2013-01-29T23:29:29+08:00 ] /thinkmao/Index.php/List?cid=15 | INFO: Tag[ view_end ] --END-- [ RunTime:-0.255986s ]
[ 2013-01-29T23:33:43+08:00 ] /thinkmao/Index.php/Index/test | INFO: Tag[ route_check ] --START--
[ 2013-01-29T23:33:43+08:00 ] /thinkmao/Index.php/Index/test | INFO: Run CheckRoute Behavior [ RunTime:0.000213s ]
[ 2013-01-29T23:33:43+08:00 ] /thinkmao/Index.php/Index/test | INFO: Tag[ route_check ] --END-- [ RunTime:0.000476s ]
[ 2013-01-29T23:33:43+08:00 ] /thinkmao/Index.php/Index/test | INFO: Tag[ app_begin ] --START--
[ 2013-01-29T23:33:43+08:00 ] /thinkmao/Index.php/Index/test | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000170s ]
[ 2013-01-29T23:33:43+08:00 ] /thinkmao/Index.php/Index/test | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000253s ]
[ 2013-01-29T23:33:43+08:00 ] /thinkmao/Index.php/Index/test | SQL: SHOW COLUMNS FROM `hd_goods` [ RunTime:0.000671s ]
[ 2013-01-29T23:33:43+08:00 ] /thinkmao/Index.php/Index/test | SQL: SHOW COLUMNS FROM `hd_goods_attr` [ RunTime:0.000995s ]
[ 2013-01-29T23:33:43+08:00 ] /thinkmao/Index.php/Index/test | SQL: SHOW COLUMNS FROM `hd_type_attr` [ RunTime:0.000454s ]
[ 2013-01-29T23:33:43+08:00 ] /thinkmao/Index.php/Index/test | SQL: SHOW COLUMNS FROM `hd_brand` [ RunTime:0.000400s ]
[ 2013-01-29T23:33:43+08:00 ] /thinkmao/Index.php/Index/test | SQL: SHOW COLUMNS FROM `hd_goods_intro` [ RunTime:0.000426s ]
[ 2013-01-29T23:33:43+08:00 ] /thinkmao/Index.php/Index/test | SQL: SHOW COLUMNS FROM `hd_goods_list` [ RunTime:0.000368s ]
